Top 10 - 60 to 69 Male (1998-2024)			
Name	Age	Time	Year
Keith Eggleston	61	20:22	2021
Eric Maki	60	20:30	2022
Alan Lockett	60	20:43	2017
Keith Eggleston	62	20:53	2022
Keith Eggleston	64	21:05	2024
Alan Lockett	64	21:20	2021
Keith Eggleston	63	21:40	2023
Alan Lockett	66	21:55	2023
Carl Franck	60	21:58	2012
Peter McGinnis	61	22:24	2015
